"datetime","machineID","failure"
2020-10-02 06:00:00,90,"comp1"
2020-11-01 06:00:00,90,"comp3"
2020-12-01 06:00:00,90,"comp2"
2020-12-31 06:00:00,90,"comp1"
2020-02-01 06:00:00,91,"comp2"
2020-04-02 06:00:00,91,"comp1"
2020-06-16 06:00:00,91,"comp1"
2020-07-01 06:00:00,91,"comp2"
2020-09-14 06:00:00,91,"comp1"
2020-10-29 06:00:00,91,"comp4"
2020-02-19 06:00:00,92,"comp3"
2020-04-20 06:00:00,92,"comp1"
2020-04-20 06:00:00,92,"comp2"
2020-05-20 06:00:00,92,"comp3"
2020-07-04 06:00:00,92,"comp3"
2020-08-18 06:00:00,92,"comp3"
2020-09-02 06:00:00,92,"comp2"
2020-10-02 06:00:00,92,"comp2"
2020-12-01 06:00:00,92,"comp3"
2020-03-17 06:00:00,93,"comp4"
2020-04-01 06:00:00,93,"comp2"
2020-04-16 06:00:00,93,"comp1"
2020-05-01 06:00:00,93,"comp2"
2020-05-16 06:00:00,93,"comp4"
2020-06-30 06:00:00,93,"comp1"
2020-01-02 03:00:00,94,"comp4"
2020-01-08 06:00:00,94,"comp2"
2020-02-22 06:00:00,94,"comp4"
2020-03-09 06:00:00,94,"comp3"
2020-05-08 06:00:00,94,"comp3"
2020-05-23 06:00:00,94,"comp4"
2020-08-21 06:00:00,94,"comp4"
2020-10-20 06:00:00,94,"comp3"
2020-11-19 06:00:00,94,"comp2"
2020-11-19 06:00:00,94,"comp4"
2020-12-19 06:00:00,94,"comp2"
2020-02-19 06:00:00,95,"comp4"
2020-03-21 06:00:00,95,"comp2"
2020-04-20 06:00:00,95,"comp3"
2020-05-05 06:00:00,95,"comp1"
2020-06-04 06:00:00,95,"comp3"
2020-08-18 06:00:00,95,"comp4"
2020-09-17 06:00:00,95,"comp3"
2020-10-17 06:00:00,95,"comp4"
2020-12-31 06:00:00,95,"comp1"
2020-02-17 06:00:00,96,"comp3"
2020-05-03 06:00:00,96,"comp3"
2020-07-17 06:00:00,96,"comp3"
2020-08-31 06:00:00,96,"comp3"
2020-12-29 06:00:00,96,"comp3"
2020-01-24 06:00:00,97,"comp3"
2020-01-24 06:00:00,97,"comp4"
2020-05-09 06:00:00,97,"comp4"
2020-07-08 06:00:00,97,"comp3"
2020-07-23 06:00:00,97,"comp4"
2020-09-06 06:00:00,97,"comp3"
2020-10-21 06:00:00,97,"comp2"
2020-11-20 06:00:00,97,"comp4"
2020-01-30 06:00:00,98,"comp3"
2020-02-14 06:00:00,98,"comp1"
2020-03-01 06:00:00,98,"comp4"
2020-04-15 06:00:00,98,"comp3"
2020-04-30 06:00:00,98,"comp2"
2020-04-30 06:00:00,98,"comp4"
2020-05-15 06:00:00,98,"comp1"
2020-05-30 06:00:00,98,"comp3"
2020-06-14 06:00:00,98,"comp2"
2020-06-29 06:00:00,98,"comp1"
2020-06-29 06:00:00,98,"comp4"
2020-07-29 06:00:00,98,"comp3"
2020-08-13 06:00:00,98,"comp1"
2020-08-28 06:00:00,98,"comp2"
2020-10-27 06:00:00,98,"comp2"
2020-11-26 06:00:00,98,"comp3"
2020-01-02 03:00:00,99,"comp3"
2020-01-18 06:00:00,99,"comp4"
2020-02-02 06:00:00,99,"comp1"
2020-02-17 06:00:00,99,"comp2"
2020-03-04 06:00:00,99,"comp3"
2020-03-19 06:00:00,99,"comp4"
2020-04-03 06:00:00,99,"comp2"
2020-04-18 06:00:00,99,"comp3"
2020-05-03 06:00:00,99,"comp2"
2020-05-18 06:00:00,99,"comp1"
2020-06-02 06:00:00,99,"comp4"
2020-07-02 06:00:00,99,"comp2"
2020-07-17 06:00:00,99,"comp3"
2020-08-01 06:00:00,99,"comp2"
2020-08-31 06:00:00,99,"comp3"
2020-10-15 06:00:00,99,"comp2"
2020-10-30 06:00:00,99,"comp4"
2020-11-29 06:00:00,99,"comp3"
2020-12-14 06:00:00,99,"comp4"
2020-02-12 06:00:00,100,"comp1"
2020-09-10 06:00:00,100,"comp1"
2020-12-09 06:00:00,100,"comp2"
